rank,title,author,price,format,rating,review_count,isbn10,isbn13,page_count,category,target_age_range,timestamp,asin,product_url,image_url,category_ranks,source_file,clean_title,reference_asin,category_ranks_dict,primary_category_rank,series_name,book_number,series_asin,standardized_format
16,"There's a Dinosaur in Your Book: An interactive board book for toddlers: 9 (Who's in Your Book?, 9)",Tom Fletcher,4.0,Paperback,4.8,576.0,0241591317,9780241591314.0,32.0,"Science, Nature & How It Works",2-4,2025-01-18T12:28:29.557816,0241591317,https://www.amazon.co.uk/Theres-Dinosaur-Your-Book-Whos/dp/0241591317,https://images-eu.ssl-images-amazon.com/images/P/0241591317.01.L.jpg,1 in Children's Books on Dinosaurs | 2 in Children's Books on Social Skills | 2 in Children's Books on Manners,bestsellers_20250118.csv,"There's a Dinosaur in Your Book: An interactive board book for toddlers: 9 (Who's in Your Book?, 9)",0241591317,{},,,,,Paperback
17,"In the Jungle: A Push, Pull, Slide Book (Campbell Axel Scheffler, 6)",Campbell Books,5.86,Board book,4.7,2145.0,1509866957,9781509866953.0,10.0,"Science, Nature & How It Works",1-2,2025-01-18T12:28:29.562145,1509866957,https://www.amazon.co.uk/Axel-Scheffler-Jungle/dp/1509866957,https://images-eu.ssl-images-amazon.com/images/P/1509866957.01.L.jpg,1 in Children's Books on Forests & Trees | 4 in Children's Early Learning Books on Numbers & Counting | 16 in Children's Books on Mammals,bestsellers_20250118.csv,"In the Jungle: A Push, Pull, Slide Book (Campbell Axel Scheffler, 6)",1509866957,{},,,,,Board Book
18,"Gruffalo, Where Are You?: A Felt Flaps Book (Gruffalo Baby, 3)",Julia Donaldson,7.99,Board book,4.8,2497.0,1529023602,9781529023602.0,10.0,"Science, Nature & How It Works",,2025-01-18T12:28:29.563945,1529023602,https://www.amazon.co.uk/Gruffalo-Where-Are-You-Flaps/dp/1529023602,https://images-eu.ssl-images-amazon.com/images/P/1529023602.01.L.jpg,"1 in Children's Books on Rabbits | 5 in Dragons, Unicorns & Mythical Creatures Tales for Children | 6 in Children's Books on Mystery & Wonders",bestsellers_20250118.csv,"Gruffalo, Where Are You?: A Felt Flaps Book (Gruffalo Baby, 3)",1529023602,{},,,,,Board Book
19,"Busy Chinese New Year: A Push, Pull, Slide Book: the perfect gift to celebrate the Year of the Snake with your toddler! (Campbell Busy Books, 33)",Campbell Books,6.43,Board book,4.8,242.0,1035012855,9781035012855.0,10.0,"Science, Nature & How It Works",2-5,2025-01-18T12:28:29.566360,1035012855,https://www.amazon.co.uk/Busy-Chinese-Year-Campbell-Books/dp/1035012855,https://images-eu.ssl-images-amazon.com/images/P/1035012855.01.L.jpg,"1 in Asian Tales & Myths for Children | 1 in Children's Books on Religions | 6 in Dragons, Unicorns & Mythical Creatures Tales for Children",bestsellers_20250118.csv,"Busy Chinese New Year: A Push, Pull, Slide Book: the perfect gift to celebrate the Year of the Snake with your toddler! (Campbell Busy Books, 33)",1035012855,{},,,,,Board Book
20,"There's a Unicorn in Your Book: Number 1 picture-book bestseller: 7 (Who's in Your Book?, 7)",Tom Fletcher,4.0,Paperback,4.8,2736.0,0753448203,9780241466605.0,32.0,"Science, Nature & How It Works",3-5,2025-01-18T12:28:29.569256,0241466601,https://www.amazon.co.uk/Theres-Unicorn-Your-Book-Whos/dp/0241466601,https://images-eu.ssl-images-amazon.com/images/P/0241466601.01.L.jpg,"5 in Fiction About Emotions & Feelings for Children | 6 in Children's Books on Emotions & Feelings | 7 in Dragons, Unicorns & Mythical Creatures Tales for Children",bestsellers_20250118.csv,"There's a Unicorn in Your Book: Number 1 picture-book bestseller: 7 (Who's in Your Book?, 7)",0241466601,{},,,,,Paperback
21,LEGO Race Cars: 5 (Klutz),Editors of Klutz,15.17,Toy,4.3,1249.0,1338802062,9781338802061.0,64.0,"Science, Nature & How It Works",5-7,2025-01-18T12:28:29.571569,1338802062,https://www.amazon.co.uk/LEGO-Race-Cars-Klutz-Editors/dp/1338802062,https://images-eu.ssl-images-amazon.com/images/P/1338802062.01.L.jpg,"2 in Children's Books on Cars, Trains & Things That Go | 2 in Children's Books on Inventions & Inventors | 2 in Children's Books on How Things Work",bestsellers_20250118.csv,LEGO Race Cars: 5 (Klutz),1338802062,{},,,,,Toy
22,There’s a Snake in My School!: The spectacularly funny illustrated children’s book from number-one bestelling author David Walliams!,David Walliams,5.0,Paperback,4.8,5495.0,,9780008172718.0,32.0,"Science, Nature & How It Works",4-6,2025-01-18T12:28:29.573665,0008172714,https://www.amazon.co.uk/THERES-SNAKE-SCHOOL-spectacularly-illustrated/dp/0008172714,https://images-eu.ssl-images-amazon.com/images/P/0008172714.01.L.jpg,1 in Children's Books on the First Day of School | 2 in Children's Books on Reptiles & Amphibians | 2 in Children's Books on Pets,bestsellers_20250118.csv,There’s a Snake in My School!: The spectacularly funny illustrated children’s book from number-one bestelling author David Walliams!,0008172714,{},,,,,Paperback
23,Sticker Dolly Dressing Magical Kingdom,Fiona Watt,5.0,Paperback,4.7,127.0,1805072455,9781805072454.0,44.0,"Science, Nature & How It Works",4-7,2025-01-18T12:28:29.576809,1805072455,https://www.amazon.co.uk/Sticker-Dolly-Dressing-Magical-Kingdom/dp/1805072455,https://images-eu.ssl-images-amazon.com/images/P/1805072455.01.L.jpg,"8 in Dragons, Unicorns & Mythical Creatures Tales for Children | 9 in Children's Books on Mystery & Wonders | 28 in Primary School Textbooks",bestsellers_20250118.csv,Sticker Dolly Dressing Magical Kingdom,1805072455,{},,,,,Paperback
24,Sticker Dolly Dressing Pets,Fiona Watt,4.0,Paperback,4.8,54.0,1805316907,9781805316909.0,44.0,"Science, Nature & How It Works",5-8,2025-01-18T12:28:29.581822,1805316907,https://www.amazon.co.uk/Sticker-Dolly-Dressing-Pets-Fiona/dp/1805316907,https://images-eu.ssl-images-amazon.com/images/P/1805316907.01.L.jpg,3 in Children's Books on Pets | 11 in Children's Books on Nature | 30 in Primary School Textbooks,bestsellers_20250118.csv,Sticker Dolly Dressing Pets,1805316907,{},,,,,Paperback
25,"Bunny vs Monkey (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year)",Jamie Smart,6.0,Paperback,4.8,1090.0,1788451775,9781788451772.0,256.0,"Science, Nature & How It Works",8-9,2025-01-18T12:28:29.585138,1788451775,https://www.amazon.co.uk/Bunny-vs-Monkey-Jamie-Smart/dp/1788451775,https://images-eu.ssl-images-amazon.com/images/P/1788451775.01.L.jpg,"21 in Comics & Graphic Novels for Children | 28 in Children's Books on Science, Nature & How It Works | 37 in General Humour",bestsellers_20250118.csv,"Bunny vs Monkey (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year)",1788451775,{},,,,,Paperback
26,"Weird but true! 2025: Discover weird, unbelievable facts and world records in this popular annual for the whole family (National Geographic Kids)",National Geographic Kids,13.87,Hardcover,4.7,177.0,0008694125,9780008694128.0,256.0,"Science, Nature & How It Works",6-9,2025-01-18T12:28:29.586991,0008694125,https://www.amazon.co.uk/Weird-but-true-2025-Geographic/dp/0008694125,https://images-eu.ssl-images-amazon.com/images/P/0008694125.01.L.jpg,1 in Humour Collections & Anthologies | 2 in Amazing Facts | 2 in Geography References,bestsellers_20250118.csv,"Weird but true! 2025: Discover weird, unbelievable facts and world records in this popular annual for the whole family (National Geographic Kids)",0008694125,{},,,,,Hardcover
27,Bluey: Bluey and Friends Little Library,Bluey,5.51,Board book,4.6,565.0,0241605040,9780241605042.0,48.0,"Science, Nature & How It Works",1-3,2025-01-18T12:28:29.588944,0241605040,https://www.amazon.co.uk/Bluey-Friends-Little-Library/dp/0241605040,https://images-eu.ssl-images-amazon.com/images/P/0241605040.01.L.jpg,"5 in TV, Movie & Video Game Adaptations for Children | 9 in Children's Books on Dogs | 13 in Children's Books on Nature",bestsellers_20250118.csv,Bluey: Bluey and Friends Little Library,0241605040,{},,,,,Board Book
28,The Girl of Ink and Stars: winner of the British Book Awards' Children's Book of the Year,Kiran Millwood Hargrave,6.99,Paperback,4.6,7901.0,1910002747,9781910002742.0,240.0,"Science, Nature & How It Works",9-12,2025-01-18T12:28:29.590933,1910002747,https://www.amazon.co.uk/Girl-Ink-Stars-Waterstones-Childrens/dp/1910002747,https://images-eu.ssl-images-amazon.com/images/P/1910002747.01.L.jpg,"1 in Astronomy Charts | 1 in Body, Mind & Spirit for Young Adults | 1 in Children's Books on Siblings",bestsellers_20250118.csv,The Girl of Ink and Stars: winner of the British Book Awards' Children's Book of the Year,1910002747,{},,,,,Paperback
29,HarperCollins Children’s Books,HarperCollins Children’s Books,1.0,Paperback,,,0008714576,9780008714574.0,16.0,"Science, Nature & How It Works",1-5,2025-01-18T12:28:29.596519,0008714576,https://www.amazon.co.uk/Adventures-Paddington-Escape-brilliantly-picture/dp/0008714576,https://images-eu.ssl-images-amazon.com/images/P/0008714576.01.L.jpg,3 in Children's Books on Country & Farm Life | 3 in Children's Books on Farm Animals | 10 in Children's Books on Nature,bestsellers_20250118.csv,HarperCollins Children’s Books,0008714576,{},,,,,Paperback
30,Minecraft Catch the Creeper and Other Mobs: Search for your favourite mobs in this official Minecraft Search and Find book! Perfect for kids into video games.,Mojang AB,7.35,Paperback,4.7,2664.0,0755503570,9780755503575.0,40.0,"Science, Nature & How It Works",5-9,2025-01-18T12:28:29.598899,0755503570,https://www.amazon.co.uk/Minecraft-Catch-Creeper-Other-Mobs/dp/0755503570,https://images-eu.ssl-images-amazon.com/images/P/0755503570.01.L.jpg,1 in Children's Interactive Adventures | 1 in Children's Books on the History of Exploration & Discovery | 3 in Science Fiction for Children,bestsellers_20250118.csv,Minecraft Catch the Creeper and Other Mobs: Search for your favourite mobs in this official Minecraft Search and Find book! Perfect for kids into video games.,0755503570,{},,,,,Paperback
1,Bluey: Where's Bluey?: A Search-and-Find Book,Bluey,6.99,Paperback,4.8,3218.0,0241558573,9780241558577.0,32.0,"TV, Movie & Video Game Adaptations",2-5,2025-01-18T12:28:30.450679,0241558573,https://www.amazon.co.uk/Bluey-Wheres-Search-Find-Book/dp/0241558573,https://images-eu.ssl-images-amazon.com/images/P/0241558573.01.L.jpg,"1 in TV, Movie & Video Game Adaptations for Children | 4 in Puzzle Books for Children | 4 in Hidden Picture Books for Children",bestsellers_20250118.csv,Bluey: Where's Bluey?: A Search-and-Find Book,0241558573,{},,,,,Paperback
2,Bluey,Bluey,1.0,Paperback,,,0241734401,9780241734407.0,16.0,"TV, Movie & Video Game Adaptations",3-6,2025-01-18T12:28:30.452383,0241734401,https://www.amazon.co.uk/Bluey-Blueys-Little-Book-World/dp/0241734401,https://images-eu.ssl-images-amazon.com/images/P/0241734401.01.L.jpg,"2 in TV, Movie & Video Game Adaptations for Children | 5 in Children's Books on Nature | 7 in Children's Books on Dogs",bestsellers_20250118.csv,Bluey,0241734401,{},,,,,Paperback
3,Nickelodeon Publishing,Nickelodeon Publishing,,Kindle Edition,4.7,962.0,,,14.0,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.454402,B073R342DW,https://www.amazon.co.uk/Save-School-Bus-PAW-Patrol-ebook/dp/B073R342DW,https://images-eu.ssl-images-amazon.com/images/P/B073R342DW.01.L.jpg,"1 in Children's Dog eBooks | 1 in Children's Popular Culture Literature | 3 in TV, Movie & Video Game Adaptations for Children",bestsellers_20250118.csv,Nickelodeon Publishing,B073R342DW,{},,,,,Digital
4,Peppa Pig: Chinese New Year,Peppa Pig,5.51,Board book,4.7,1179.0,0241359872,9780241359877.0,16.0,"TV, Movie & Video Game Adaptations",2-4,2025-01-18T12:28:30.456906,0241359872,https://www.amazon.co.uk/Peppa-Pig-Chinese-New-Year/dp/0241359872,https://images-eu.ssl-images-amazon.com/images/P/0241359872.01.L.jpg,"1 in Children's Early Learning Books on Seasons | 1 in Children's Books on Pigs | 4 in TV, Movie & Video Game Adaptations for Children",bestsellers_20250118.csv,Peppa Pig: Chinese New Year,0241359872,{},,,,,Board Book
5,Bluey: Bluey and Friends Little Library,Bluey,5.51,Board book,4.6,565.0,0241605040,9780241605042.0,48.0,"TV, Movie & Video Game Adaptations",1-3,2025-01-18T12:28:30.458677,0241605040,https://www.amazon.co.uk/Bluey-Friends-Little-Library/dp/0241605040,https://images-eu.ssl-images-amazon.com/images/P/0241605040.01.L.jpg,"5 in TV, Movie & Video Game Adaptations for Children | 9 in Children's Books on Dogs | 13 in Children's Books on Nature",bestsellers_20250118.csv,Bluey: Bluey and Friends Little Library,0241605040,{},,,,,Board Book
6,Minecraft Catch the Creeper and Other Mobs: Search for your favourite mobs in this official Minecraft Search and Find book! Perfect for kids into video games.,Mojang AB,7.35,Paperback,4.7,2664.0,0755503570,9780755503575.0,40.0,"TV, Movie & Video Game Adaptations",5-9,2025-01-18T12:28:30.462368,0755503570,https://www.amazon.co.uk/Minecraft-Catch-Creeper-Other-Mobs/dp/0755503570,https://images-eu.ssl-images-amazon.com/images/P/0755503570.01.L.jpg,1 in Children's Interactive Adventures | 1 in Children's Books on the History of Exploration & Discovery | 3 in Science Fiction for Children,bestsellers_20250118.csv,Minecraft Catch the Creeper and Other Mobs: Search for your favourite mobs in this official Minecraft Search and Find book! Perfect for kids into video games.,0755503570,{},,,,,Paperback
7,Pokémon Where’s Pikachu? A search & find book: New for 2023: Search and find the perfect gift for fans of Pokémon in this official Pikachu adventure!,Pokemon,6.99,Paperback,4.7,450.0,0008547599,9780008547592.0,40.0,"TV, Movie & Video Game Adaptations",4-8,2025-01-18T12:28:30.464062,0008547599,https://www.amazon.co.uk/Pok%C3%A9mon-Wheres-Pikachu-search-find/dp/0008547599,https://images-eu.ssl-images-amazon.com/images/P/0008547599.01.L.jpg,1 in Comics with Media Tie-Ins for Children | 2 in Children's Interactive Adventures | 2 in Children's Books on the History of Exploration & Discovery,bestsellers_20250118.csv,Pokémon Where’s Pikachu? A search & find book: New for 2023: Search and find the perfect gift for fans of Pokémon in this official Pikachu adventure!,0008547599,{},,,,,Paperback
8,Ms Rachel: Ms Rachel and the Special Surprise: Encouraging Speech and Learning Through Play and Music,Ms Rachel,4.5,Paperback,4.7,35.0,0241760607,9780241760604.0,40.0,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.465696,0241760607,https://www.amazon.co.uk/Ms-Rachel-Surprise-Encouraging-Learning/dp/0241760607,https://images-eu.ssl-images-amazon.com/images/P/0241760607.01.L.jpg,3 in Nursery Rhymes for Children (Books) | 3 in Children's Early Learning Books on the Alphabet | 3 in Beginner Readers for Children,bestsellers_20250118.csv,Ms Rachel: Ms Rachel and the Special Surprise: Encouraging Speech and Learning Through Play and Music,0241760607,{},,,,,Paperback
9,Disney Princess: Simply Colouring (Over 30 pages to colour in),Igloo Books,3.99,Paperback,4.5,373.0,1800220294,9781800220294.0,32.0,"TV, Movie & Video Game Adaptations",4-6,2025-01-18T12:28:30.467312,1800220294,https://www.amazon.co.uk/Disney-Princess-Colouring-Igloo-Books/dp/1800220294,https://images-eu.ssl-images-amazon.com/images/P/1800220294.01.L.jpg,"9 in TV, Movie & Video Game Adaptations for Children | 15 in Colouring Books for Children",bestsellers_20250118.csv,Disney Princess: Simply Colouring (Over 30 pages to colour in),1800220294,{},,,,,Paperback
10,"Sonic the Hedgehog Annual 2025: Brand New for 2024, the ideal action-packed gift for fans of the Sonic games, films and TV shows!",Sonic The Hedgehog,2.99,Hardcover,4.9,29.0,0008664277,9780008664275.0,72.0,"TV, Movie & Video Game Adaptations",6-10,2025-01-18T12:28:30.469752,0008664277,https://www.amazon.co.uk/Sonic-Annual-2025-action-packed-Hedgehog/dp/0008664277,https://images-eu.ssl-images-amazon.com/images/P/0008664277.01.L.jpg,2 in Comics with Media Tie-Ins for Children | 8 in Hidden Picture Books for Children | 8 in Children's Books on Video & Electronic Games,bestsellers_20250118.csv,"Sonic the Hedgehog Annual 2025: Brand New for 2024, the ideal action-packed gift for fans of the Sonic games, films and TV shows!",0008664277,{},,,,,Hardcover
11,Peppa Pig: Little Library,Peppa Pig,3.75,Board book,4.7,25421.0,,9781409303183.0,60.0,"TV, Movie & Video Game Adaptations",1-3,2025-01-18T12:28:30.472858,1409303187,https://www.amazon.co.uk/Peppa-Pig-Little-Library-Ladybird/dp/1409303187,https://images-eu.ssl-images-amazon.com/images/P/1409303187.01.L.jpg,"5 in Children's Books on Pigs | 12 in TV, Movie & Video Game Adaptations for Children | 65 in Early Learning for Children",bestsellers_20250118.csv,Peppa Pig: Little Library,1409303187,{},,,,,Board Book
12,Shrek 2: The Movie Storybook,zuuka,2.55,Kindle Edition,3.9,67.0,,,56.0,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.475417,B009093GXU,https://www.amazon.co.uk/Shrek-2-Movie-Storybook-zuuka-ebook/dp/B009093GXU,https://images-eu.ssl-images-amazon.com/images/P/B009093GXU.01.L.jpg,2 in Children's Popular Culture Literature | 3 in Children's Humorous Literature | 10 in Children's Fantasy eBooks,bestsellers_20250118.csv,Shrek 2: The Movie Storybook,B009093GXU,{},,,,,Digital
13,Disney Princess: A Treasury of Magical Stories (Deluxe Treasury),Walt Disney,9.0,Hardcover,4.8,195.0,1800222084,9781800222083.0,194.0,"TV, Movie & Video Game Adaptations",3-6,2025-01-18T12:28:30.478075,1800222084,https://www.amazon.co.uk/Disney-Princess-Treasury-Magical-Stories/dp/1800222084,https://images-eu.ssl-images-amazon.com/images/P/1800222084.01.L.jpg,"1 in Anthologies & Collections of Fairy Tales, Folk Tales & Myths for Children | 5 in Children's Books on Royalty | 6 in Short Story Collections for Children",bestsellers_20250118.csv,Disney Princess: A Treasury of Magical Stories (Deluxe Treasury),1800222084,{},,,,,Hardcover
14,Wicked: I Am Glinda,Mary Man-Kong,4.5,Hardcover,5.0,3.0,1408362295,9781408362297.0,24.0,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.480486,1408362295,https://www.amazon.co.uk/Wicked-Am-Glinda-Mary-Man-Kong/dp/1408362295,https://images-eu.ssl-images-amazon.com/images/P/1408362295.01.L.jpg,"2 in Children's Books on Drama & Theatre | 12 in Horror & Ghost Stories for Children | 14 in TV, Movie & Video Game Adaptations for Children",bestsellers_20250118.csv,Wicked: I Am Glinda,1408362295,{},,,,,Hardcover
15,Peppa Pig: George's Potty: A potty training sound book,Peppa Pig,7.99,Board book,4.4,320.0,0241476488,9780241476482.0,10.0,"TV, Movie & Video Game Adaptations",2-3,2025-01-18T12:28:30.482102,0241476488,https://www.amazon.co.uk/Peppa-Pig-Georges-Potty/dp/0241476488,https://images-eu.ssl-images-amazon.com/images/P/0241476488.01.L.jpg,4 in Toilet Training | 5 in Fiction About Toilet Training for Children | 7 in Children's Books on Pigs,bestsellers_20250118.csv,Peppa Pig: George's Potty: A potty training sound book,0241476488,{},,,,,Board Book
16,Peppa Pig: Peppa and the New Baby,Peppa Pig,5.51,Board book,4.8,74.0,0241575710,9780241575710.0,16.0,"TV, Movie & Video Game Adaptations",2-6,2025-01-18T12:28:30.483702,0241575710,https://www.amazon.co.uk/Peppa-Pig-New-Baby/dp/0241575710,https://images-eu.ssl-images-amazon.com/images/P/0241575710.01.L.jpg,"6 in Children's Books on New Babies | 8 in Children's Books on Pigs | 25 in TV, Movie & Video Game Adaptations for Children",bestsellers_20250118.csv,Peppa Pig: Peppa and the New Baby,0241575710,{},,,,,Board Book
17,Marvel Avengers: The Ultimate Colouring Book,Marvel Entertainment International Ltd,4.99,Paperback,4.7,594.0,1801081549,9781801081542.0,72.0,"TV, Movie & Video Game Adaptations",4-8,2025-01-18T12:28:30.485974,1801081549,https://www.amazon.co.uk/Marvel-Avengers-Ultimate-Colouring-Book/dp/1801081549,https://images-eu.ssl-images-amazon.com/images/P/1801081549.01.L.jpg,"3 in Superhero Fiction for Children | 6 in Children's Interactive Adventures | 16 in TV, Movie & Video Game Adaptations for Children",bestsellers_20250118.csv,Marvel Avengers: The Ultimate Colouring Book,1801081549,{},,,,,Paperback
18,The Adventures of Paddington – The Wrong List,HarperCollins Children’s Books,1.99,Kindle Edition,4.9,231.0,,,,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.489201,B082DRYBGN,https://www.amazon.co.uk/Adventures-Paddington-Wrong-List-TV-ebook/dp/B082DRYBGN,https://images-eu.ssl-images-amazon.com/images/P/B082DRYBGN.01.L.jpg,1 in Children's Bear eBooks | 3 in Children's Animal Action & Adventure | 3 in Children's Popular Culture Literature,bestsellers_20250118.csv,The Adventures of Paddington – The Wrong List,B082DRYBGN,{},,,,,Digital
19,Teletubbies: Pocket Library: A colourful collection of board book favourites for toddlers aged 1-3,Teletubbies,5.35,Hardcover,4.7,2515.0,1405281138,9781405281133.0,60.0,"TV, Movie & Video Game Adaptations",1-2,2025-01-18T12:28:30.491580,1405281138,https://www.amazon.co.uk/Teletubbies-Library-Egmont-Publishing-UK/dp/1405281138,https://images-eu.ssl-images-amazon.com/images/P/1405281138.01.L.jpg,"4 in Children's Fiction Books on Cars, Trains & Things That Go | 5 in Children's Early Learning Books on Colours | 20 in TV, Movie & Video Game Adaptations for Children",bestsellers_20250118.csv,Teletubbies: Pocket Library: A colourful collection of board book favourites for toddlers aged 1-3,1405281138,{},,,,,Hardcover
20,Marvel Spider-Man: Giant Colour-Me Pad,Marvel Entertainment International Ltd,5.0,Paperback,4.8,221.0,1801082448,9781801082440.0,64.0,"TV, Movie & Video Game Adaptations",4-6,2025-01-18T12:28:30.497424,1801082448,https://www.amazon.co.uk/Marvel-Spider-Man-Giant-Colour-Pad/dp/1801082448,https://images-eu.ssl-images-amazon.com/images/P/1801082448.01.L.jpg,"4 in Superhero Fiction for Children | 18 in TV, Movie & Video Game Adaptations for Children | 27 in Colouring Books for Children",bestsellers_20250118.csv,Marvel Spider-Man: Giant Colour-Me Pad,1801082448,{},,,,,Paperback
21,HarperCollins Children’s Books,HarperCollins Children’s Books,5.0,Board book,,,0008621691,9780008621698.0,10.0,"TV, Movie & Video Game Adaptations",1-5,2025-01-18T12:28:30.499680,0008621691,https://www.amazon.co.uk/Paddingtons-New-Friend-touch-feel/dp/0008621691,https://images-eu.ssl-images-amazon.com/images/P/0008621691.01.L.jpg,3 in Children's Fiction on Diseases & Physical Illness | 3 in Children's Books on Diseases & Physical Illness | 5 in Children's Nonfiction on Sexuality & Pregnancy,bestsellers_20250118.csv,HarperCollins Children’s Books,0008621691,{},,,,,Board Book
22,The Ultimate Sonic Prime Coloring Book (Sonic the Hedgehog),Patrick Spaziante,5.49,Paperback,4.6,322.0,0593750489,9780593750483.0,64.0,"TV, Movie & Video Game Adaptations",4-6,2025-01-18T12:28:30.501322,0593750489,https://www.amazon.co.uk/Ultimate-Sonic-Prime-Coloring-Hedgehog/dp/0593750489,https://images-eu.ssl-images-amazon.com/images/P/0593750489.01.L.jpg,"6 in Superhero Fiction for Children | 23 in TV, Movie & Video Game Adaptations for Children | 125 in Action & Adventure for Children (Books)",bestsellers_20250118.csv,The Ultimate Sonic Prime Coloring Book (Sonic the Hedgehog),0593750489,{},,,,,Paperback
23,Peppa Pig: At the Zoo: A Lift-the-Flap Book,Peppa Pig,4.0,Board book,4.8,2848.0,0241335914,9780241335918.0,10.0,"TV, Movie & Video Game Adaptations",1-3,2025-01-18T12:28:30.502932,0241335914,https://www.amazon.co.uk/Peppa-Pig-Lift-Flap-Book/dp/0241335914,https://images-eu.ssl-images-amazon.com/images/P/0241335914.01.L.jpg,"9 in Children's Books on Pigs | 27 in TV, Movie & Video Game Adaptations for Children | 153 in Activity Books for Children",bestsellers_20250118.csv,Peppa Pig: At the Zoo: A Lift-the-Flap Book,0241335914,{},,,,,Board Book
25,Diary of an 8-Bit Warrior: An Unofficial Minecraft Adventure,Cube Kid,6.11,Kindle Edition,4.7,3251.0,,,258.0,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.520495,B01DG15UOU,https://www.amazon.co.uk/Diary-8-Bit-Warrior-Book-Unofficial-ebook/dp/B01DG15UOU,https://images-eu.ssl-images-amazon.com/images/P/B01DG15UOU.01.L.jpg,,bestsellers_20250118.csv,Diary of an 8-Bit Warrior: An Unofficial Minecraft Adventure,B01DG15UOU,{},,,,,Digital
26,Dino Racing (Hot Wheels),Ace Landers,4.02,Kindle Edition,4.2,96.0,,,18.0,"TV, Movie & Video Game Adaptations",,2025-01-18T12:28:30.523283,B071G3N6KX,https://www.amazon.co.uk/Dino-Racing-Hot-Wheels-Landers-ebook/dp/B071G3N6KX,https://images-eu.ssl-images-amazon.com/images/P/B071G3N6KX.01.L.jpg,"1 in Children's Cars & Trucks eBooks | 2 in Children's Dinosaur & Prehistoric Creature eBooks | 5 in Children's Fiction Books on Cars, Trains & Things That Go",bestsellers_20250118.csv,Dino Racing (Hot Wheels),B071G3N6KX,{},,,,,Digital
27,"Paw Patrol Annual 2024: Brand-New Illustrated Gift Annual for Children, perfect for fans of the hit Nickelodeon TV show aged 2, 3, 4, 5 years",Paw Patrol,1.72,Hardcover,4.6,99.0,0008537194,9780008537197.0,72.0,"TV, Movie & Video Game Adaptations",3-5,2025-01-18T12:28:30.524935,0008537194,https://www.amazon.co.uk/Paw-Patrol-Annual-2024/dp/0008537194,https://images-eu.ssl-images-amazon.com/images/P/0008537194.01.L.jpg,,bestsellers_20250118.csv,"Paw Patrol Annual 2024: Brand-New Illustrated Gift Annual for Children, perfect for fans of the hit Nickelodeon TV show aged 2, 3, 4, 5 years",0008537194,{},,,,,Hardcover
28,Bluey: My Dad Is Awesome,Bluey,5.0,Board book,4.8,488.0,024155067X,9780241550670.0,24.0,"TV, Movie & Video Game Adaptations",2-5,2025-01-18T12:28:30.530237,024155067X,https://www.amazon.co.uk/Bluey-My-Dad-Awesome/dp/024155067X,https://images-eu.ssl-images-amazon.com/images/P/024155067X.01.L.jpg,,bestsellers_20250118.csv,Bluey: My Dad Is Awesome,024155067X,{},,,,,Board Book
29,"Numberblocks Annual 2025 - Kids Activity Book, Maths Puzzles & Games for Preschool Ages 3-6 Years (Numberblocks Annuals)",,8.15,Hardcover,4.7,63.0,1802630805,9781802630800.0,72.0,"TV, Movie & Video Game Adaptations",3-5,2025-01-18T12:28:30.535416,1802630805,https://www.amazon.co.uk/Numberblocks-Annual-2025-Annuals/dp/1802630805,https://images-eu.ssl-images-amazon.com/images/P/1802630805.01.L.jpg,,bestsellers_20250118.csv,"Numberblocks Annual 2025 - Kids Activity Book, Maths Puzzles & Games for Preschool Ages 3-6 Years (Numberblocks Annuals)",1802630805,{},,,,,Hardcover
30,Doctor Who: Annual 2025,Doctor Who,2.99,Hardcover,4.9,92.0,1405965282,9781405965286.0,64.0,"TV, Movie & Video Game Adaptations",8-12,2025-01-18T12:28:30.540172,1405965282,https://www.amazon.co.uk/Doctor-Who-Annual-2025/dp/1405965282,https://images-eu.ssl-images-amazon.com/images/P/1405965282.01.L.jpg,,bestsellers_20250118.csv,Doctor Who: Annual 2025,1405965282,{},,,,,Hardcover
1,The Very Hungry Caterpillar [Board Book]: Eric Carle,Eric Carle,4.0,Board book,4.8,92665.0,0241003008,9780241003008.0,24.0,Educational Books,1-3,2025-01-18T12:28:31.432890,0241003008,https://www.amazon.co.uk/Very-Hungry-Caterpillar-Board-Book/dp/0241003008,https://images-eu.ssl-images-amazon.com/images/P/0241003008.01.L.jpg,,bestsellers_20250118.csv,The Very Hungry Caterpillar [Board Book]: Eric Carle,0241003008,{},,,,,Board Book
2,Guinness World Records 2025,Guinness World Records,8.0,Hardcover,4.8,966.0,1913484556,9781913484552.0,256.0,Educational Books,,2025-01-18T12:28:31.434514,1913484556,https://www.amazon.co.uk/Guinness-World-Records-2025/dp/1913484556,https://images-eu.ssl-images-amazon.com/images/P/1913484556.01.L.jpg,,bestsellers_20250118.csv,Guinness World Records 2025,1913484556,{},,,,,Hardcover
